"yearOfStart","CurrentState","sizeOfsite"
2014,"In",15.66
2014,"In",25
2010,"In",13.9
2010,"In",66
2014,"In",21.08
2014,"In",67.87
2012,"In",112.11
2013,"In",58.34
2014,"In",10
2014,"In",8.67
1997,"In",11.4
2011,"In",63.27
2011,"Out",20.46
2014,"In",29.7
2010,"Out",44.38
2007,"Out",38.35
1994,"In",80.26
2011,"In",19.8
2013,"In",17.85
2011,"Out",30.72
2005,"Out",95.57
2010,"Out",65.92
2004,"In",105.6
2007,"In",94.39
2013,"In",489.5
2013,"In",131.41
2013,"Out",0
2014,"In",84.06
2013,"In",60.77
2014,"In",112
2012,"Out",102.43
2011,"Out",21.6
2012,"In",59.15
2010,"Out",93.89
2010,"Out",75.6
2013,"Out",47.35
2012,"In",40
2014,"In",262.08
2013,"In",52.4
2014,"In",39.27
2010,"In",44.88
2010,"In",97.58
2013,"In",6.29
2010,"In",21.22
2010,"In",124.81
2013,"In",33
2013,"In",28.34
2008,"Out",19.02
2014,"In",142.43
2006,"Out",39.36
2006,"Out",0
2012,"In",26.55
2008,"In",21
2004,"In",26.4
2014,"In",33.28
2011,"Out",67
2003,"Out",93.22
2014,"In",83.63
2012,"In",41.65
2014,"In",97.37
2013,"In",12.27
2010,"In",44.8
2014,"In",28
2005,"In",9.91
2014,"Out",131.32
2014,"In",47.62
2010,"In",100.9
2012,"In",6.12
2009,"In",12.5
2011,"Out",14
2011,"Out",27.69
2011,"Out",35
2010,"Out",15.39
2012,"In",52.2
2009,"Out",15.75
2010,"In",40.8
2010,"In",80.3
2014,"In",14.54
2011,"In",40.02
2011,"In",51
2013,"Out",25
2013,"Out",25
2011,"In",85.44
2011,"In",68.8
2003,"Out",7.29
2011,"In",58
2014,"In",10.59
2009,"In",44.6
2014,"In",78.8
2012,"In",65
2014,"In",20.13
2009,"In",39.52
2008,"In",21
2010,"Out",10
2007,"In",78
2011,"In",27.3
2012,"In",73
2009,"Out",54.41
2014,"In",73.66
2013,"In",13.8
2012,"In",10
2008,"Out",49.14
2013,"In",85.1
2006,"Out",126.4
2012,"Out",30
2010,"Out",0
2010,"Out",51.02
2009,"In",57.82
2010,"In",15
2007,"In",42.09
2013,"Out",93.22
2014,"In",76.97
2014,"In",96.57
2010,"Out",280.44
2007,"Out",44
2014,"In",192.6
2010,"Out",88
2009,"Out",115.5
2006,"Out",90.3
2013,"In",17.14
2011,"In",89
2010,"Out",29.7
2009,"Out",66
2010,"Out",75.68
2005,"Out",42.35
2004,"Out",42.35
2014,"In",39.14
1999,"In",9.1
2009,"Out",92.4
2013,"In",23.94
2012,"In",43.68
2014,"In",14.8
2013,"In",18.22
2014,"In",29.64
2014,"In",37.95
2010,"Out",63.14
2012,"In",110.04
1994,"Out",80.5
1996,"Out",0
2013,"In",166.49
2011,"Out",38.35
2004,"In",24.45
2008,"Out",148.69
2014,"In",72.09
2013,"Out",313.09
2008,"Out",28.5
2010,"In",79.76
2014,"In",36.95
2010,"In",86.19
2010,"In",44.32
2011,"In",40.59
2010,"In",33.34
2012,"Out",9.05
2010,"Out",63.75
2014,"In",140.88
2003,"Out",38.64
2011,"In",319.94
2011,"Out",8.56
2012,"In",18.47
2012,"Out",11
2012,"Out",11
2012,"In",25
2012,"In",33
2012,"In",25
2013,"In",92
2013,"In",15.2
2011,"Out",26
2012,"In",46
2013,"In",18
2012,"In",22.5
2013,"In",11
2007,"Out",40.25
2014,"In",89.1
2010,"In",9
2014,"Out",36.21
2014,"In",32.15
2014,"In",59.51
2008,"Out",34.7
2009,"Out",24.5
1996,"Out",60.88
2012,"In",37.74
2011,"Out",39.9
2014,"In",75.7
2014,"In",64.09
2006,"Out",75.4
2006,"Out",9.9
1994,"Out",0
2012,"In",67.01
2013,"In",327.69
2012,"Out",39.9
2010,"In",162.3
2009,"In",25.2
2014,"In",137.36
2009,"Out",132.19
2011,"In",22.5
2005,"Out",10.2
2003,"Out",30.38
2014,"In",119
2014,"In",33.6
2014,"In",97.3
2013,"Out",26.47
2014,"In",81.92
2013,"Out",56.95
2014,"In",17.22
2007,"Out",36.46
2010,"Out",55.32
2014,"In",122.24
2011,"Out",17.1
2014,"Out",0
2014,"In",93.25
2010,"In",12.13
2014,"Out",88.2
2003,"In",0
2009,"Out",77.68
2011,"Out",35.07
2009,"Out",25
2008,"In",91.2
2006,"In",29.1
2012,"In",77.7
2010,"In",48.72
2011,"In",69.3
2014,"In",61.53
2014,"In",108.93
2014,"In",20.54
2011,"In",211.02
2010,"In",297.52
2006,"Out",55.16
2014,"Out",50
2014,"In",82.85
2007,"In",43.47
2010,"Out",40.79
2011,"In",60
2014,"In",66.3
2014,"In",202.34
2014,"In",87.17
2011,"In",20.77
2012,"In",20.92
2014,"In",161.51
2014,"In",123.2
2011,"In",41.77
2010,"In",54
2011,"In",17.2
2007,"In",151
2012,"In",62.34
2013,"In",31.6
2010,"In",46.2
2011,"In",52.46
2009,"Out",3.3
2009,"Out",6.6
2009,"Out",6.6
2010,"Out",3.3
2009,"Out",6.6
2009,"Out",6.6
2010,"Out",3.3
2010,"Out",3.3
2009,"Out",3.3
2013,"In",98.39
1993,"Out",43.16
2013,"In",7.01
1990,"Out",0
2014,"In",38
2013,"In",9.95
2012,"In",42.8
2014,"Out",0
2014,"In",61.2
2005,"Out",55.32
2014,"In",94.27
2014,"In",35.8
2012,"Out",31.57
2010,"Out",47.66
2012,"In",42.9
2004,"Out",28
2009,"In",82
2009,"Out",58.6
2014,"In",123.13
2010,"In",50.78
2009,"In",59.4
2014,"In",132.14
2011,"In",190.79
2014,"In",88.69
2007,"In",41.19
2014,"In",74.2
2011,"In",28.81
2008,"In",48.02
2013,"In",140
2011,"In",65.7
2010,"In",182.09
2010,"In",66
2012,"In",44.8
2011,"Out",92.78
2008,"In",94.56
2010,"In",322.08
2010,"In",74.36
2011,"In",76.6
2012,"In",114
2012,"In",66.2
2009,"Out",9.24
2014,"In",56
2010,"In",83
2012,"In",20.8
2011,"In",25.6
2009,"Out",50.46
2014,"In",34
2011,"In",85.8
2010,"Out",96.67
2013,"In",279
2012,"In",226.22
2014,"In",207.93
2010,"In",86.22
2011,"In",187
2012,"In",214.35
2007,"Out",92.01
2007,"In",17.36
2012,"In",48.71
2010,"In",54.24
2013,"In",41.34
2012,"In",185.75
2009,"Out",0
2005,"In",63
2011,"In",39.61
2009,"In",331.2
2013,"Out",121.66
2010,"Out",99.1
2011,"In",305.19
2009,"In",53.7
2007,"In",96
2014,"In",50.16
2012,"In",61.48
2001,"Out",44.43
2011,"In",36
2012,"Out",81.18
2010,"In",15.5
2014,"In",22
2010,"In",9.8
2014,"In",6.6
2013,"In",268.43
2014,"In",107.08
2014,"In",33
2009,"In",28
2012,"In",57.23
2010,"In",35.11
2011,"Out",0
2010,"In",36.5
2013,"Out",35.26
2008,"Out",47.3
2013,"In",202
2008,"In",63.14
2012,"Out",25.2
2007,"Out",52.32
2007,"Out",42.38
2013,"Out",19.2
2014,"In",144.8
2011,"In",38.25
2009,"In",70
2010,"Out",54.51
2009,"Out",51.92
2008,"Out",53.8
2010,"Out",38.29
2010,"In",51.6
2005,"In",19.6
2014,"Out",57.23
2006,"In",31.68
2010,"In",214.65
2013,"In",60.9
2013,"Out",19.32
2009,"Out",24.51
2014,"In",67.16
2009,"In",86.38
2011,"Out",83.16
2002,"Out",29.04
1966,"Out",90
2010,"Out",36
2014,"In",40
2010,"Out",39.2
2014,"In",22.8
2012,"In",53.72
2008,"In",15.52
2008,"In",66
2014,"In",33
2013,"In",75.71
2011,"In",43.5
2010,"Out",0
2013,"Out",25
2013,"In",30
2014,"In",15
2013,"In",127.7
2014,"In",195.4
2014,"In",30
2011,"In",42.73
2011,"Out",38.44
2011,"In",121.65
2012,"In",26
2014,"In",174.65
2014,"Out",165.12
2014,"In",154
2014,"In",121
2014,"In",135.53
2014,"In",154.2
2014,"Out",0
2014,"In",132.9
2014,"In",168.27
2014,"In",200
2014,"In",161.66
2014,"In",258
2009,"Out",70
2013,"In",50.69
2013,"In",57.82
2014,"In",27.23
2009,"In",21.46
2013,"In",38.7
2012,"In",17.5
2013,"In",27.75
2013,"In",11.78
2011,"Out",13.2
2010,"Out",32.1
2013,"In",63.47
2013,"In",7.22
2012,"Out",18
2011,"In",10
2014,"In",40.05
2014,"Out",39.4
2012,"In",62.14
2012,"In",14.36
2013,"Out",40
2008,"In",148.98
2011,"In",70.32
2012,"In",36.3
2014,"In",95.88
2009,"In",42.18
2013,"In",166
2013,"In",80.7
2013,"In",55.4
2013,"In",139.24
2012,"In",153.17
2013,"In",20.48
2012,"Out",33
2013,"In",75.09
2013,"In",27.72
2014,"In",28.05
2011,"Out",52.88
2014,"In",23.4
2013,"In",11.76
2013,"In",51.07
2014,"In",58.5
2010,"In",20
2012,"In",24.09
2010,"Out",41.34
2014,"In",31.5
2014,"In",43.8
2014,"In",146.28
2014,"In",32.27
2014,"In",37.62
2011,"In",44.46
2014,"In",335.8
2011,"In",16.12
2011,"Out",65.37
2012,"In",47.1
2007,"In",16.5
2011,"Out",51.12
2014,"In",34.77
2011,"In",49.5
2011,"Out",50.58
2009,"Out",56.6
2013,"In",78.7
2008,"In",12.71
2010,"In",24.59
2010,"Out",55.1
2013,"In",127.95
2012,"Out",41.04
2014,"In",24
2013,"In",14.75
2010,"In",22
2012,"Out",15
2014,"In",58.57
2011,"Out",116.6
2011,"In",48.23
2011,"Out",95.88
2012,"Out",24.29
2013,"In",187
2013,"In",117.06
2011,"In",32
2010,"In",32.94
2007,"In",72.9
2003,"Out",13.52
2002,"Out",13
2005,"Out",23.59
2007,"In",16.5
2001,"Out",30.24
2006,"Out",26.4
2001,"In",39.05
2005,"Out",70
2003,"Out",23
2014,"In",11.35
2007,"Out",52.7
2010,"In",83.43
2007,"Out",32.4
2002,"Out",12.5
2014,"In",136
2014,"In",83.43
2014,"In",54
2010,"Out",49.5
2013,"In",92.74
2007,"Out",54.6
2007,"Out",27.3
1991,"Out",37.58
2014,"In",39.4
2010,"Out",26
2013,"In",12.2
2014,"In",27.93
2014,"In",50
2012,"In",11.54
2012,"In",33.48
2010,"In",28.5
2014,"In",26.4
2014,"In",28.61
2009,"Out",40.5
2013,"In",90.6
1988,"In",73.81
2011,"Out",23
2010,"In",12.54
2014,"In",99.03
2006,"Out",145.33
2014,"In",98.61
2012,"Out",65.69
1994,"In",47.04
2013,"In",40.88
2009,"Out",58.8
2013,"In",85
2006,"Out",27
2013,"In",57.79
2014,"In",150.87
2013,"Out",48.6
2013,"In",81.72
2005,"Out",51.84
2014,"Out",23.1
2005,"Out",25.81
2014,"In",201.8
2004,"In",66.39
2010,"In",0
2012,"In",33
2012,"Out",21.51
2014,"In",171.08
2012,"In",39.96
2013,"In",63.9
2014,"In",130.26
2013,"In",44.68
2010,"In",37.36
2013,"In",20.47
2014,"In",15
2006,"Out",41.75
2014,"In",32.4
2011,"In",33.15
2010,"Out",198
2014,"In",16.69
2014,"In",63.1
2010,"Out",103.64
2011,"Out",68
2010,"Out",16.53
2012,"In",31.76
2012,"In",32
2014,"In",88.14
2012,"Out",29.4
2013,"Out",38.07
2011,"Out",10.35
2014,"In",27
2011,"In",66.29
2010,"In",42.2
2007,"In",13.2
2010,"In",40
2013,"In",39.28
2014,"In",60.5
2013,"In",42.25
2014,"In",40
2010,"Out",60.4
2014,"In",138.39
2014,"In",207.63
2013,"In",57
2010,"In",40.6
2014,"In",24.79
2011,"Out",37.1
2011,"Out",25.6
2014,"In",66.55
2013,"In",45.9
2006,"Out",29.33
2013,"In",23.14
2012,"In",26.95
2014,"In",92.82
2011,"In",108.98
2014,"In",27.09
2012,"Out",174
2012,"Out",53.58
2012,"Out",0
2014,"In",60.49
2003,"Out",29.7
2003,"Out",19.84
2004,"Out",20.79
2003,"In",31.06
2002,"Out",31.05
2002,"Out",22.32
2003,"Out",10.2
2004,"Out",42.97
2003,"Out",22.22
2002,"Out",23.1
2002,"Out",5.64
2002,"Out",28.05
2003,"Out",21.7
2004,"In",17.21
2003,"Out",29.7
2006,"Out",25.85
2002,"Out",0
2003,"In",30.9
2003,"In",18.5
2003,"Out",34
2013,"Out",99.9
2003,"Out",90.76
2013,"In",62.25
2013,"In",6.6
2010,"Out",143.8
2010,"In",16.45
2014,"In",17.78
2006,"Out",84.7
2014,"In",88.45
2013,"In",113.04
2011,"Out",22.05
2008,"In",42.75
2013,"Out",82.05
2003,"In",38.5
2012,"In",48
2009,"Out",50.14
2010,"In",8.4
2010,"Out",8.91
2010,"Out",18.12
2010,"In",13.2
2012,"In",20
2011,"In",9.9
2011,"In",9.9
2010,"Out",3.3
2008,"Out",86.25
2010,"In",152.96
2014,"In",18.72
2009,"In",22.59
2008,"In",59.25
2012,"Out",62.34
2013,"In",16.72
2012,"In",92.4
2014,"In",33.49
2011,"In",28.68
2010,"Out",41.42
2013,"In",107.48
2009,"Out",17.82
2007,"In",24.57
2005,"In",49.05
2014,"In",78.2
2011,"In",117.56
2013,"In",99.64
2013,"In",146.41
2013,"In",28
2009,"Out",52.4
2014,"In",74
2013,"In",29.45
2014,"In",38.14
1992,"Out",0
2014,"In",58.14
2014,"In",74.86
2013,"Out",21
2014,"In",15.81
2011,"In",22.2
2014,"In",33
2014,"In",58
2014,"In",37.05
2014,"In",31.3
2013,"In",10.08
2014,"In",34.15
2014,"Out",32.72
2006,"Out",53.15
2006,"Out",46.5
2012,"Out",83
2013,"In",73
2011,"Out",12.54
2006,"Out",15.75
2008,"In",138
2003,"Out",168.1
2011,"In",34.6
2008,"Out",40.26
2009,"In",74.08
2003,"Out",26.2
2004,"Out",35.2
2003,"Out",14.28
2003,"Out",20.2
2003,"Out",28.1
2003,"Out",0
2003,"Out",15.99
2013,"In",57.9
2012,"In",66
2010,"In",70
2014,"In",122.55
2014,"In",40.67
2011,"Out",88.2
2012,"In",23.1
2013,"In",39.57
2013,"In",28
2013,"In",16.53
2012,"In",46.88
2013,"In",24
2007,"Out",21.09
2014,"In",132.06
2014,"In",51.91
2013,"In",160
2012,"In",104.79
2013,"Out",87.22
2011,"In",310.08
2009,"Out",29.7
2013,"In",215.6
2013,"In",46
2013,"Out",8.26
2013,"In",64.8
2014,"In",34.4
2010,"In",108.25
2012,"In",213.98
2013,"In",0
2013,"Out",103.32
2012,"In",47.52
2011,"In",93.84
2014,"In",70.7
2014,"In",27.06
2014,"In",22.88
2013,"In",50
2013,"In",41.48
2010,"Out",36.95
2013,"Out",112.41
2013,"In",170.72
1989,"Out",0
2014,"Out",14.64
2006,"In",16.5
2014,"In",81.27
2004,"Out",157.55
2012,"Out",59.48
2012,"In",37.8
2014,"In",50
2012,"In",99.88
2011,"Out",69.99
2012,"In",25
2014,"In",36
2012,"In",37.74
2011,"In",19.8
2009,"Out",16
2013,"In",49.61
2013,"In",30
2010,"In",82
2012,"Out",73.43
2011,"Out",75.17
2013,"In",102.53
2012,"In",17.2
2011,"In",173.77
2013,"In",13.94
2012,"In",13.2
2014,"In",123.69
2014,"In",89
2009,"Out",94.03
2013,"In",30.36
2014,"In",64.12
2014,"In",30.45
2011,"Out",44.28
2011,"In",74
2012,"In",57.76
2014,"In",98
2012,"Out",54.52
1998,"In",38.85
2000,"Out",50.02
2010,"Out",37.01
1992,"Out",76
2013,"In",238.23
2002,"In",17
2003,"Out",0
2003,"Out",148
2007,"Out",87.85
2004,"Out",0
2003,"Out",59.4
2000,"Out",83.8
2007,"Out",32.66
2014,"In",46.02
2011,"Out",99.79
2014,"In",617.4
2011,"In",70.56
2014,"In",11.6
2011,"Out",33
2008,"Out",47.79
2011,"Out",45.46
2014,"In",37.08
2010,"In",13.22
2013,"In",24.84
2012,"In",53
2003,"Out",0
2004,"Out",126.9
2014,"In",24
2014,"In",7.8
2002,"Out",5.8
2014,"In",8.52
2009,"In",16.28
2013,"In",11.07
2014,"In",15
2014,"In",24
2010,"Out",40.5
2012,"Out",53.9
2014,"In",27.93
2010,"In",57.5
2010,"Out",33.27
2009,"Out",43.81
2010,"In",31.17
2009,"Out",50.32
2001,"Out",41.09
2010,"Out",93.6
2013,"In",99.92
2013,"In",40.16
2012,"Out",70.88
2012,"In",36.94
2011,"Out",42.58
2011,"In",60.8
2012,"Out",23.14
2014,"In",21.88
2014,"In",6.9
2014,"In",236.2
2014,"In",34.32
2009,"Out",60.11
2014,"In",197.68
2014,"In",26.73
2013,"Out",61.28
2011,"In",53
2012,"Out",37.05
1994,"In",128.56
2002,"Out",39.6
2009,"Out",43.91
2003,"Out",48.66
2009,"In",146.75
2010,"Out",169.93
2013,"In",27.47
2011,"In",22.26
2013,"In",61.73
2014,"In",55
2011,"In",12.8
2013,"In",6.6
2012,"In",69
2010,"Out",272.91
2010,"Out",207.2
2013,"In",64.5
2006,"In",131.01
2004,"Out",89
2004,"Out",28
2003,"Out",39.66
2011,"In",29.96
2007,"Out",13.2
2013,"In",27.5
1997,"Out",34.74
2009,"Out",53.48
2011,"Out",12
2007,"In",100.65
2010,"Out",173.3
2011,"Out",97.9
2006,"Out",51.48
2013,"In",253.5
2012,"In",79.97
2010,"In",53.9
2003,"Out",78.63
2012,"In",89.86
2011,"In",34
2006,"Out",91.55
2007,"Out",21
2004,"Out",51.55
2014,"In",72.08
2014,"In",98.4
2014,"In",6.9
2013,"In",58.43
2013,"In",99.3
2014,"In",44.01
2013,"In",42.94
2014,"In",67.87
2012,"Out",60
2006,"Out",9.6
2014,"In",475.2
2014,"In",17.53
2014,"In",35.34
2011,"Out",6.2
2013,"In",10.08
2007,"In",124.87
2014,"In",7.6
2005,"In",43.56
2007,"In",17.28
2014,"In",22.68
2005,"Out",35.1
2009,"Out",13.2
2010,"Out",25.93
2012,"In",41.25
2009,"Out",94.9
2013,"Out",55
2013,"In",57.12
2014,"In",23.8
2011,"Out",128.77
2009,"Out",49.34
2013,"In",135.03
2012,"In",34.41
2007,"Out",12.83
2010,"In",57.72
2012,"In",131.63
2012,"In",46.44
2009,"Out",15.6
2014,"In",165
2013,"Out",87
2013,"In",30.57
2000,"Out",14.82
2014,"In",59.4
2013,"In",34.3
2012,"In",33.6
2013,"In",71.98
2014,"In",58.1
2014,"In",14
2014,"In",27.74
2014,"In",72.8
2009,"In",23
2014,"In",40.7
2013,"In",33.6
2011,"In",10.56
2012,"In",51.3
2010,"Out",53
2014,"In",16.8
2013,"In",162.33
2012,"In",181.53
2014,"In",212.94
2013,"Out",44.25
2007,"Out",117.5
2011,"Out",34.2
2009,"Out",139.15
2010,"Out",25.14
2013,"Out",79.68
2013,"In",26.67
2012,"In",43.82
2014,"In",18.1
2013,"Out",44.41
2008,"In",26
2011,"Out",31.54
2009,"Out",50.76
2011,"In",33
2008,"In",23.31
2013,"In",33
2007,"Out",63.8
2012,"In",21
2006,"Out",16.8
2011,"In",9.9
2014,"In",38.42
2011,"Out",26.66
2012,"Out",53.82
2012,"In",49.67
2014,"Out",10
2011,"In",79.35
2014,"In",13.52
2012,"In",27.17
2013,"In",46.86
2011,"In",35.53
2012,"In",100.65
2012,"Out",220.72
2009,"Out",33
2012,"In",101.04
2014,"In",14.95
2014,"In",30.68
2010,"In",19.45
2011,"Out",15.74
2003,"Out",7.2
2012,"In",19.6
1997,"In",90.52
2012,"In",61.34
1992,"Out",137
2004,"Out",98.94
2014,"In",21.52
2012,"In",98.43
2010,"Out",26.4
2003,"Out",20.42
2014,"In",45.12
2006,"Out",156.6
2014,"In",19.49
2012,"In",67.31
2011,"In",121.72
2011,"In",127.86
2014,"In",103.86
2014,"In",217.36
2010,"Out",127.09
2012,"In",88.83
2009,"Out",64.5
1991,"Out",127
2009,"Out",59.52
2011,"Out",35.3
2011,"Out",35.3
2014,"In",4.6
2014,"In",97.3
2006,"Out",70.3
2013,"In",169.32
2014,"In",70.9
2014,"In",65.07
2014,"In",31.02
2007,"Out",9
2005,"Out",0
1995,"Out",63
2014,"Out",15.22
2011,"In",44.63
2006,"Out",291
2012,"Out",20.29
2012,"In",20.7
2013,"In",21.45
2012,"Out",0
2012,"Out",16.8
2012,"In",26.64
2011,"Out",114.05
2009,"In",129.42
2003,"Out",9.91
2013,"In",88.01
2010,"Out",13.8
2013,"In",216.69
2012,"In",17
2010,"In",172.93
2011,"In",31.35
2003,"Out",38
2007,"In",16.5
1986,"Out",0
2014,"In",128.49
2014,"In",27.47
2013,"In",58.17
2014,"In",11
2008,"Out",148.76
2011,"In",146.15
2014,"In",331.8
2010,"In",343.26
2013,"In",120.95
2012,"In",140.8
2003,"Out",198.96
2008,"Out",153.02
2009,"In",253.6
2007,"In",120.9
2012,"In",208.02
2011,"In",237.45
2013,"Out",48
2011,"Out",295.73
2010,"In",227.2
2009,"Out",249
2009,"In",120.22
2006,"In",133.02
2010,"In",135.36
2009,"In",104.63
2011,"In",134.56
2009,"In",333.12
2012,"In",101.26
2012,"In",315.12
2011,"In",68.25
2010,"In",345.56
2010,"In",84.33
2011,"In",105.98
2010,"In",104.5
2010,"In",141.08
2009,"In",179.78
1997,"In",131.07
2014,"In",204.5
2013,"In",301.3
2009,"In",297
2011,"In",193.76
2006,"In",266.5
2010,"In",145.4
2011,"In",201.3
2008,"In",240.94
2010,"In",23.4
2010,"Out",134.62
2010,"In",139.5
2010,"In",128.76
2010,"In",98.4
2011,"In",168.97
2012,"In",274.55
2014,"In",135.47
2009,"In",406.82
2008,"Out",140
2009,"In",155.21
2012,"In",134.77
2009,"Out",165
2012,"In",307.44
2013,"In",114.53
2010,"In",219.01
2012,"In",66.01
2010,"In",259
2011,"In",264
2010,"In",116.42
2011,"In",23.1
2007,"In",184.41
2011,"In",159.09
2007,"Out",112.74
2008,"Out",140
2008,"Out",106.9
2013,"In",110
2011,"In",132
2014,"In",117.05
2009,"Out",202.13
2014,"In",90.18
2010,"Out",147.5
2005,"In",179.78
2010,"In",142.94
2006,"In",118.8
2010,"In",165.53
2013,"In",272.88
2013,"In",334.63
2009,"In",80.28
2009,"In",193.64
2014,"In",69
2007,"In",174.24
2014,"In",240.4
2010,"In",410
2010,"Out",97.4
2012,"In",158.59
2012,"In",184.91
2011,"In",198.4
2011,"In",353.73
2011,"In",157.99
2012,"In",111.2
2013,"In",82.6
2009,"In",146.96
2014,"In",234.08
2014,"In",400.17
2011,"In",276.16
2010,"In",165
2010,"In",141.9
2014,"In",224.26
2008,"Out",249.31
2011,"In",179.25
2008,"In",143.76
2011,"In",120.9
2006,"In",193.85
2014,"In",222.92
2013,"Out",10.17
2013,"Out",16.32
2013,"In",431.85
2011,"In",280.24
2012,"In",180.23
2013,"In",227.69
2009,"In",142.81
2011,"In",172.74
2010,"In",118.9
2010,"In",241.81
2012,"In",215.83
2014,"In",254.57
2006,"In",139
2014,"In",190.28
2009,"In",264
2010,"In",235.03
2008,"In",263.97
2013,"In",166
2013,"In",418.18
2014,"In",132
2006,"Out",212.5
2013,"In",248.82
2011,"Out",130.82
2011,"In",274
2011,"In",299
2012,"In",217.59
2010,"In",103.52
2011,"In",279.7
2011,"In",363.97
2008,"In",269.75
2009,"Out",198.3
2011,"In",165
2009,"In",240.44
2011,"In",193.17
2012,"In",185.79
2010,"In",110.69
2007,"In",59.95
2008,"In",299.96
2008,"In",172.34
2014,"In",284.01
2010,"In",241
2014,"In",412.5
2013,"In",139.5
2013,"In",71.88
2011,"In",225.31
2009,"Out",125.6
2007,"In",162.76
2011,"In",250.5
2010,"In",140.16
2014,"In",97.65
2013,"In",141.96
2011,"In",162.36
2007,"In",129.83
2011,"In",182.54
2013,"In",203.28
2011,"In",232
2007,"In",152.4
2013,"In",356.33
2007,"Out",102.64
2009,"In",169.77
2013,"In",287.48
2010,"In",220
2011,"In",316.3
2014,"In",387.23
2004,"In",172.82
2014,"In",434.97
2014,"In",378.94
2012,"In",95.08
2012,"In",134.44
2011,"In",157.72
2014,"In",160
2008,"In",164.6
2010,"In",233.7
2008,"In",181.5
2013,"In",259.59
2014,"In",178.38
2010,"In",151.89
2011,"In",317.8
2006,"In",97.2
2010,"In",136.3
2012,"In",131.04
2011,"In",169.09
2004,"In",291.04
2012,"In",398.07
2008,"In",117.57
2003,"Out",132
2010,"In",120.1
2014,"In",123.44
2013,"In",151.87
2013,"In",227.04
2011,"In",173.2
2006,"In",141.9
2012,"In",103.44
2010,"Out",175
2013,"In",181.2
2010,"In",176.24
2012,"In",170
2007,"In",171.28
2012,"In",266.5
2010,"In",184.45
2009,"In",98.21
2010,"In",261.45
2002,"Out",31.34
2013,"In",247.44
2012,"In",112.75
2012,"In",140.8
2011,"In",217.44
2014,"In",0
2013,"In",108.92
2007,"Out",123.97
2008,"In",135
2013,"In",115.45
2012,"In",234.3
2008,"In",104
2014,"In",281.2
2013,"In",148.3
2013,"In",227.45
2012,"In",111.66
2011,"In",128.58
2012,"In",155.31
2012,"In",193.36
2014,"In",255.38
2010,"In",109.31
2011,"In",134.12
2007,"Out",194.7
2012,"In",188.4
2012,"In",147.1
2009,"In",91.04
2010,"In",219
2013,"In",161.1
2014,"In",316.72
2009,"In",364.55
2006,"Out",59.1
2007,"Out",148.2
2013,"In",126
2010,"In",286
2011,"In",171.12
2011,"In",82.68
2012,"In",131.24
2014,"In",154.85
2011,"In",43.05
2012,"In",516.68
2014,"In",458.91
2011,"In",148.8
2008,"In",290.83
2011,"In",95
2006,"Out",136.2
2011,"In",210.25
2014,"In",86.45
2012,"In",109.8
2008,"In",280
2012,"In",126
2012,"In",179.2
2011,"In",176.2
2010,"In",137.94
2013,"In",210.64
2012,"In",215
2009,"In",156.31
2011,"In",298.73
2014,"In",185.92
2007,"Out",169.73
2011,"In",158.95
2012,"In",184.44
2012,"Out",239.51
2012,"In",576.42
2007,"Out",195.14
2010,"Out",147.5
2014,"In",168.48
2001,"In",404.57
2013,"In",30
2009,"In",298
2010,"In",146
2013,"In",223.54
2013,"In",309.91
2007,"Out",25.1
2013,"In",180.58
2009,"In",205.8
2012,"In",222.12
2010,"In",94.62
2009,"In",176.38
2010,"In",91
2010,"Out",0
2011,"Out",60
2012,"In",83.9
2014,"In",64.85
2011,"Out",55.9
2010,"In",329.48
2010,"In",103.64
2010,"In",89.28
2008,"In",252.52
2007,"In",90.27
2011,"In",261.96
2004,"Out",106.02
2007,"Out",16.45
2013,"In",834
2013,"In",206.48
2013,"In",335.9
2013,"In",165.02
2007,"In",122.7
2009,"In",202.68
2014,"In",130.48
2013,"In",431.87
2011,"In",287.92
2012,"Out",0
2009,"In",169.05
2014,"In",291.38
2011,"In",149.15
2010,"In",174.6
2006,"In",239.92
2009,"In",322.04
2013,"In",246.5
2011,"In",274.84
2012,"In",169.53
2010,"In",127.54
2011,"In",104.91
2003,"Out",121.91
2010,"In",382.62
2011,"In",119.83
2007,"In",89.23
2010,"In",184.3
2007,"Out",138.02
2012,"In",136.8
2013,"In",230.79
2011,"In",195
2002,"In",144
2011,"In",137.2
2012,"In",165.2
2014,"In",261.8
2008,"In",313.63
2014,"In",143.08
2011,"In",126.29
2011,"Out",64
2014,"In",60.16
1981,"In",65.3
2014,"In",91.72
2012,"In",48
2005,"In",22.57
2011,"In",27
2013,"In",14.72
2013,"In",9.72
2010,"In",16.24
2014,"Out",68.79
2014,"Out",31
2005,"Out",68
2009,"In",10.8
2008,"In",13.15
1971,"Out",100.47
1991,"Out",0
2006,"Out",109.84
2009,"Out",46.55
2011,"In",11.22
2011,"Out",101.19
2013,"In",48.9
2014,"In",42.84
2014,"Out",39.69
2010,"Out",40.42
2009,"In",63
2013,"In",49.64
2010,"In",83.89
2004,"Out",79.98
2009,"Out",5.94
2011,"Out",23.1
1991,"In",70.2
2000,"Out",62.7
2009,"Out",56.1
2004,"Out",79.3
2003,"Out",42.72
2014,"In",217.05
2012,"Out",196.76
2014,"In",36
2013,"In",74.09
2006,"Out",89.04
2012,"Out",22.01
2011,"In",119
2012,"Out",134.37
